"colMeans.states.","InfoPublYear","InfoPublMonth"
2,2007,2
1.99966666666667,2007,9
1.031,2007,12
1.211,2008,4
1.216,2008,5
1.66033333333333,2008,9
1,2008,10
1,2008,11
1,2008,12
1,2009,1
1,2009,2
1.01333333333333,2009,3
1.00033333333333,2009,4
1,2009,5
1.00133333333333,2009,6
1.121,2009,7
1.99633333333333,2009,8
1.349,2009,9
1.53333333333333,2009,10
2,2009,11
2,2009,12
1.99633333333333,2010,1
1.00033333333333,2010,2
1,2010,3
1.07233333333333,2010,4
1.00033333333333,2010,5
1.03033333333333,2010,6
1,2010,8
1.99833333333333,2010,9
1.00666666666667,2010,10
1.00766666666667,2010,11
2,2010,12
1.022,2011,1
1,2011,2
1,2011,3
1,2011,4
1,2011,5
1,2011,6
1,2011,7
1,2011,8
1.03566666666667,2011,9
1.00133333333333,2011,10
1.003,2011,11
1.16033333333333,2011,12
1.06133333333333,2012,1
1,2012,2
1,2012,3
1,2012,4
1,2012,5
1,2012,6
1,2012,7
1,2012,8
1,2012,9
1.004,2012,10
1,2012,11
1,2012,12
1,2013,1
1.00133333333333,2013,2
1.00266666666667,2013,3
1.00266666666667,2013,4
1.22366666666667,2013,5
1.00466666666667,2013,7
1.276,2013,8
1.33866666666667,2013,9
2,2013,10
1.98333333333333,2013,11
2,2013,12
1.02566666666667,2014,1
1.08633333333333,2014,2
1.16966666666667,2014,4
1.04833333333333,2014,5
1.014,2014,6
1.20866666666667,2014,7
2,2014,8
1.95666666666667,2014,9
2,2014,10
1.23433333333333,2014,11
1,2014,12
1.00166666666667,2015,1
1.02733333333333,2015,3
2,2015,4
1.95233333333333,2016,2
1.79566666666667,2016,5
2,2016,6
1.168,2016,9
1.039,2016,10
1.02766666666667,2016,11
1.00966666666667,2016,12
2,2017,2
1.70666666666667,2017,5
2,2017,7
1.99333333333333,2017,8
2,2017,9
2,2018,1
1.794,2018,7
1.99933333333333,2018,12
1.59266666666667,2019,7
1.01966666666667,2019,11
1.99766666666667,2019,12
1.03,2020,1
1.01833333333333,2020,2
1.07766666666667,2020,3
