,InfoPublYear,InfoPublMon,0,1,2,3,4,5,6,7,8,9
0,1980,2,5.8507232666015625,1.2600516080856323,-3.333207130432129,-2.119203805923462,4.874223232269287,1.4538769721984863,1.4580068588256836,2.6934728622436523,-1.7236255407333374,1.9220999479293823
1,1982,9,4.052341938018799,6.916113376617432,-2.0117950439453125,0.22859297692775726,3.0753774642944336,3.383814811706543,1.0887314081192017,-4.672616004943848,-1.4243658781051636,0.569704532623291
2,1984,9,5.082618713378906,8.568669319152832,-0.66158127784729,-1.1636883020401,2.1762850284576416,4.779934406280518,2.2922117710113525,-1.0512993335723877,-0.15922307968139648,-1.7110412120819092
3,1986,1,2.6960768699645996,2.6794190406799316,-3.4420180320739746,0.053197506815195084,2.293703317642212,2.454951763153076,3.125725030899048,-1.5090489387512207,-1.5661991834640503,3.79632830619812
4,1986,3,5.029806137084961,4.550333023071289,-3.4343128204345703,-0.08929537236690521,5.587263107299805,2.8144092559814453,4.356104850769043,1.668463110923767,0.0030184669885784388,-1.9702316522598267
5,1986,4,3.4641339778900146,3.032668352127075,-3.714526653289795,-0.40355318784713745,4.281394958496094,2.2872209548950195,2.192197799682617,2.2942938804626465,0.04324527829885483,-1.3849657773971558
6,1986,5,1.8901864290237427,2.108541250228882,-1.3976080417633057,-0.2338830977678299,0.7404283285140991,2.152412176132202,2.9083001613616943,1.4595595598220825,-0.06492500752210617,-0.7290249466896057
7,1987,1,1.8416860103607178,3.292980194091797,-1.5633375644683838,-0.6175156831741333,3.0574874877929688,3.679521322250366,4.361044406890869,-2.972761869430542,-2.3705971240997314,5.235403537750244
8,1987,8,1.4337300062179565,2.7778847217559814,-2.647994041442871,0.8403205871582031,1.7607675790786743,3.376574993133545,2.8440699577331543,-0.29992687702178955,-1.8053330183029175,1.1428042650222778
9,1988,8,4.049903869628906,2.116565704345703,-1.0326576232910156,-2.2820398807525635,4.805235385894775,2.7494144439697266,4.889963626861572,-0.7103175520896912,-0.12041845172643661,1.26863431930542
